id,headline,person,stages,investment_locations,location,position,min_investment,max_investment,target_investment,headline,previous_position,previous_firm,areas_of_interest_freeform,no_current_interest_freeform,vote_count,firm,degrees,investments_on_record
17219,General Partner at Unusual Ventures,Sandhya Hegde,Pre-seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,2000000,10000000,4000000,General Partner at Unusual Ventures,,,,,0,Unusual Ventures,,"{'id': '73305', 'company_display_name': 'Stigg', 'total_raised': ['$6.4M'], 'coinvestor_names': ['Ofer Smadari (Cyberstarts VC)'], 'investor_profile_funding_rounds': [{'id': '126453', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '64255', 'stage': 'Seed Round', 'date': '2022-04-21T00:00:00Z', 'amount': '$6.4M'}}]}"
27352,General Partner at FTX Ventures,Ramnik Arora,Series B,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,5000000,1500000,General Partner at FTX Ventures,,,,,0,FTX Ventures,,"{'id': '61567', 'company_display_name': 'LayerZero Labs', 'total_raised': ['$260M'], 'coinvestor_names': ['Michelle (Bailhe) Fradin (Sequoia Capital)', 'Shaun Maguire (Sequoia Capital)', 'Kyle Samani (Multicoin Capital)'], 'investor_profile_funding_rounds': [{'id': '124544', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '68598', 'stage': 'Series A', 'date': '2022-03-30T00:00:00Z', 'amount': '$140M'}}]}"
20428,Co-founder and Partner at Future Ventures,Maryanna Saenko,Series A,San Francisco Bay Area,San Francisco Bay Area,general_partner,1000000,10000000,4000000,Co-founder and Partner at Future Ventures,,,,,0,Future Ventures,"{'id': '9413', 'name': 'B.S., M.S.', 'field_of_study': 'Materials Science And Engineering, Biomedical Engineering', 'school': {'id': '25268', 'name': 'Carnegie Mellon University', 'display_name': 'Carnegie Mellon University', 'total_student_count': 57}}","{'id': '42144', 'company_display_name': 'OpenTrons', 'total_raised': ['$31M'], 'coinvestor_names': ['Cyril Ebersweiler (SOSV)', 'Sven Strohband (Khosla Ventures)', 'Vinod Khosla (Khosla Ventures)', 'Duncan Turner (SOSV)', 'Benjamin Joffe (SOSV)', 'Eugene Zhang (TSVC Capital)'], 'investor_profile_funding_rounds': [{'id': '72934', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '23019', 'stage': 'Series A', 'date': '2018-08-16T00:00:00Z', 'amount': '0'}}]}"
8896,General Partner at Norwest Venture Partners,David Zilberman,Series B,"San Francisco, California","San Francisco, California",general_partner,1000000,30000000,12500000,General Partner at Norwest Venture Partners,,,,,0,Norwest Venture Partners,,"{'id': '14387', 'company_display_name': 'ClearSlide', 'total_raised': ['$89M'], 'coinvestor_names': ['John Lilly (Greylock)', 'Aydin Senkut (Felicis Ventures)', 'Byron Deeter (Bessemer Venture Partners)', 'Mamoon Hamid (Kleiner Perkins)'], 'investor_profile_funding_rounds': [{'id': '8211', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '2458', 'stage': 'Series C', 'date': '2014-02-27T00:00:00Z', 'amount': '$50M'}}]}"
32513,General Partner @ Valley Capital Partners,Mitchell Kokko,Seed,"Redwood City, California","Pittsburgh, Pennsylvania",general_partner,3000000,7000000,5000000,General Partner @ Valley Capital Partners,,,,,0,Valley Capital Partners,,"{'id': '70399', 'company_display_name': 'Beehive AI', 'total_raised': ['$5.1M'], 'coinvestor_names': [""Steve O'Hara (Valley Capital Partners)""], 'investor_profile_funding_rounds': [{'id': '135475', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '73747', 'stage': 'Seed', 'date': '2023-03-01T00:00:00Z', 'amount': '$5.1M'}}]}"
8567,General Partner of Intel Capital,Trina Van Pelt,Series B,"Santa Clara, California","Mill Valley, California",general_partner,1000000,20000000,5000000,General Partner of Intel Capital,,,,,0,Intel Capital,"{'id': '7235', 'name': 'MS', 'field_of_study': None, 'school': {'id': '25671', 'name': 'Stanford Graduate School of Business', 'display_name': 'Stanford Graduate School of Business', 'total_student_count': 26}}","{'id': '57780', 'company_display_name': 'Centrical', 'total_raised': ['$95M'], 'coinvestor_names': ['Noam Kaiser (Intel Capital)', 'Aaron Rosenson (Aleph VC)', 'Erel Margalit (Jerusalem Venture Partners (JVP))'], 'investor_profile_funding_rounds': [{'id': '69709', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '38732', 'stage': 'Series C', 'date': '2021-03-10T00:00:00Z', 'amount': '$32M'}}]}"
6127,Founder and General Partner at Wisemont Capital,Jun LI,Series A,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,5000000,150000,Founder and General Partner at Wisemont Capital,,,,,0,Wisemont Capital,,"{'id': '11186', 'company_display_name': 'NexGenT', 'total_raised': ['$18M'], 'coinvestor_names': ['Brian Yee (ACME Capital)', 'Tim Brady (Y Combinator)', 'Kevin Moore (KRM Interests LLC)'], 'investor_profile_funding_rounds': [{'id': '39546', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '23163', 'stage': 'Seed Round', 'date': '2018-01-04T00:00:00Z', 'amount': '$2.1M'}}]}"
5933,General Partner at Andreessen Horowitz,Martin Casado,Series C,San Francisco Bay Area,San Francisco Bay Area,general_partner,500000,40000000,20000000,General Partner at Andreessen Horowitz,,,,,0,Andreessen Horowitz,,"{'id': '42735', 'company_display_name': 'ActionIQ', 'total_raised': ['$140M'], 'coinvestor_names': ['Mike Brown Jr (Bowery Capital)', 'Matthias Turck (FirstMark Capital)', 'Douglas Leone (Sequoia Capital)', 'Meredith Finn (Innovius Capital)', 'Wes Nichols (March Capital)'], 'investor_profile_funding_rounds': [{'id': '123839', 'is_lead': None, 'board_role': {'id': '7454', 'title': 'Board Member'}, 'funding_round': {'id': '44335', 'stage': 'Series C', 'date': '2020-01-15T00:00:00Z', 'amount': '$32M'}}, {'id': '17815', 'is_lead': True, 'board_role': {'id': '7454', 'title': 'Board Member'}, 'funding_round': {'id': '12521', 'stage': 'Series B', 'date': '2017-10-23T00:00:00Z', 'amount': '$30M'}}]}"
13439,,Tirto Adji,Pre-seed,San Francisco Bay Area,"Palo Alto, California",general_partner,50000,3000000,500000,,,,blockchain,crypto,0,,"{'id': '7414', 'name': None, 'field_of_study': 'Statistics', 'school': {'id': '25223', 'name': 'Stanford University', 'display_name': 'Stanford University', 'total_student_count': 428}}","{'id': '12710', 'company_display_name': 'Tawkify', 'total_raised': [], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '56572', 'is_lead': False, 'board_role': None, 'funding_round': {'id': '31944', 'stage': 'Seed Round', 'date': '2015-05-01T00:00:00Z', 'amount': '0'}}]}"
5585,.,Ash Patel,Seed,"Palo Alto, California",,general_partner,100000,2000000,400000,.,,,,,2,Morado Venture Partners,,
16057,Cybersecurity and cyber-related in pre-seed/seed/A rounds,Jake Seid,Pre-seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,750000,15000000,7000000,Cybersecurity and cyber-related in pre-seed/seed/A rounds,,,"Cybersecurity and cybersecurity related.  Including B2B, B2C and Web3 related.",,0,Ballistic Ventures,"{'id': '8499', 'name': 'BS', 'field_of_study': 'Electrical Engineering; Minor in Economics', 'school': {'id': '25264', 'name': 'Massachusetts Institute of Technology', 'display_name': 'Massachusetts Institute of Technology', 'total_student_count': 116}}","{'id': '20988', 'company_display_name': 'Roofstock', 'total_raised': ['$130M'], 'coinvestor_names': ['Brendan Wallace (Fifth Wall)', 'Paul Hsiao (Canvas Ventures)', 'Paul Levine (Sapphire Ventures)', 'Rebecca Lynn (Canvas Ventures)', 'Guimar Vaca Sittic (FJ Labs)', 'Richard Boyle (Canaan Partners)', 'Hugo Fernández-Mardomingo (All Iron Ventures)', 'Philippe Suchet (PS Investments)', 'Ratan Singh (Fort Ross Ventures)', 'Jack Greco'], 'investor_profile_funding_rounds': [{'id': '105917', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '33620', 'stage': 'Series B', 'date': '2016-11-14T00:00:00Z', 'amount': '$20M'}}]}"
39114,True Global Ventures,Pearce Clune,Series A,Singapore,"Dubai, United Arab Emirates",general_partner,1000000,17000000,10000000,True Global Ventures,,,Web3 / VC,Deal flow,0,True Global Ventures,,"{'id': '14313', 'company_display_name': 'Animoca Brands', 'total_raised': ['$420M', 'A$6.5M'], 'coinvestor_names': ['Fredrik Adolfsson (True Global Ventures)', 'Tyler Winklevoss (Winklevoss Capital)', 'Per Kronholm (True Global Ventures)', ""Amr Abdelaziz (A'Z Angels)"", 'Adrian Cheng (CVentures)', 'Clement Benoit', 'Justin Sun', 'Martin Varsavsky', 'Joi Ito'], 'investor_profile_funding_rounds': [{'id': '116774', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '62676', 'stage': 'Series C', 'date': '2022-01-18T00:00:00Z', 'amount': '$360M'}}]}"
10892,,Christopher J Rust,Pre-seed,San Francisco Bay Area,,general_partner,100000,5000000,2000000,,,,,,1,Clear Ventures,"{'id': '6763', 'name': 'MSEE', 'field_of_study': 'Electrical Engineering', 'school': {'id': '35229', 'name': 'University of Massachusetts Lowell', 'display_name': 'University of Massachusetts Lowell', 'total_student_count': 2}}",
15715,General Partner at Ribbit Capital,Cindy McAdam,Seed,San Francisco Bay Area,San Francisco Bay Area,general_partner,2000000,15000000,8000000,General Partner at Ribbit Capital,,,,,1,Ribbit Capital,,
9135,General Partner at Crosslink Capital,Dan Myers,Seed,"San Francisco, California","San Francisco, California",general_partner,1000000,8000000,4500000,General Partner at Crosslink Capital,,,,,1,Crosslink Capital,,
12562,General Partner at Mighty Capital,Jennifer Vancini,Series A,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,5000000,1500000,General Partner at Mighty Capital,,,,,1,Mighty Capital,,
24587,General Partner at Dragonfly Capital,Lawrence Diao,Seed,"San Francisco, California","New York, New York",general_partner,1000000,10000000,5000000,General Partner at Dragonfly Capital,,,,,1,Dragonfly Capital Partners,,
15299,,Tom Chavez,Seed,San Francisco Bay Area,,general_partner,500000,2000000,1000000,,,,,,1,super{set},"{'id': '9608', 'name': 'B.A', 'field_of_study': 'Computer Science and Philosophy', 'school': {'id': '25380', 'name': 'Harvard University', 'display_name': 'Harvard University', 'total_student_count': 175}}",
17451,General Partner at Next Play Capital,John Ailanjian,Series A,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,5000000,1500000,General Partner at Next Play Capital,,,,,0,Next Play Capital,,
12117,Co-Founder & GP at Dash Fund,Tom Seo,Seed,"San Francisco, California","New York, New York",general_partner,100000,10000000,1000000,Co-Founder & GP at Dash Fund,,,Enterprise Software,,2,Dash Fund,"{'id': '4513', 'name': 'BA', 'field_of_study': None, 'school': {'id': '25451', 'name': 'Cornell University', 'display_name': 'Cornell University', 'total_student_count': 82}}",
28148,"Investing in psychedelics, neurotech, and longevity. MBA UC Berkeley Haas, BBA Michigan Ross.",Daniel Tarockoff,Series A,"Berkeley, California","Berkeley, California",general_partner,150000,2000000,500000,"Investing in psychedelics, neurotech, and longevity. MBA UC Berkeley Haas, BBA Michigan Ross.",,,,,0,Vine Ventures (vine.vc),,
29694,FOUNDER AND GENERAL PARTNER at KOHALA VENTURES,Eric Del Balso,Series B,San Francisco Bay Area,San Francisco Bay Area,general_partner,100000,5000000,1500000,FOUNDER AND GENERAL PARTNER at KOHALA VENTURES,,,,,0,Kohala Ventures,,
42572,Founder and General Partner at Chamaeleon,Alexandre Santos,Series A,"San Francisco, California","Porto, Portugal",general_partner,1000000,10000000,5000000,Founder and General Partner at Chamaeleon,,,,,0,Chamaeleon,,"{'id': '70495', 'company_display_name': 'Beamy', 'total_raised': ['€300K', '$9M'], 'coinvestor_names': ['Lea Verdillon (Aglae Ventures)'], 'investor_profile_funding_rounds': [{'id': '130982', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '71628', 'stage': 'Pre Seed Round', 'date': '2018-09-04T00:00:00Z', 'amount': '€300K'}}]}"
17887,General Partner at Benchmark Capital,Alex Balkanski,Series A,"San Francisco, California","Redwood City, California",general_partner,1000000,15000000,8000000,General Partner at Benchmark Capital,,,,,0,Benchmark,,"{'id': '58513', 'company_display_name': 'Engageli', 'total_raised': ['$48M'], 'coinvestor_names': ['Lip-Bu Tan (Walden International)', 'Jason Stoffer (Maveron)'], 'investor_profile_funding_rounds': [{'id': '69764', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38773', 'stage': 'Series A', 'date': '2021-05-11T00:00:00Z', 'amount': '$33M'}}, {'id': '69761', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '38772', 'stage': 'Seed Round', 'date': '2020-10-14T00:00:00Z', 'amount': '$15M'}}]}"
8285,General Partner at Meritech Capital,Alex Kurland,Series D,"New York, New York","Palo Alto, California",general_partner,5000000,25000000,12000000,General Partner at Meritech Capital,,,,,0,Meritech Capital Partners,,"{'id': '11199', 'company_display_name': 'tray.io', 'total_raised': ['$150M'], 'coinvestor_names': ['Alex Clayton (Meritech Capital Partners)', 'Glenn Solomon (GGV Capital)', 'Puneet Agarwal (True Ventures)', 'Tom Hulme (GV (Google Ventures))', 'Andy McLoughlin (Uncork Capital)', 'Carine Magescas (AngelPad)', 'Thomas Korte (AngelPad)', 'Mike Chalfen (Chalfen Ventures)'], 'investor_profile_funding_rounds': [{'id': '126505', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '68565', 'stage': 'Series C', 'date': '2022-09-27T00:00:00Z', 'amount': '$40M'}}, {'id': '45832', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '26506', 'stage': 'Series C', 'date': '2019-11-26T00:00:00Z', 'amount': '$50M'}}, {'id': '113456', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '26466', 'stage': 'Series B', 'date': '2019-04-29T00:00:00Z', 'amount': '$37M'}}]}"
27746,General Partner at Race Capital,Alfred Chuang,Series B,"Palo Alto, California","Palo Alto, California",general_partner,5000000,5000000,5000000,General Partner at Race Capital,,,,,0,Race Capital,,"{'id': '11921', 'company_display_name': 'Slack', 'total_raised': ['$1.7B'], 'coinvestor_names': ['Jules Maltz (IVP)', 'John O’Farrell (Andreessen Horowitz)', 'Jeremy Philips (Spark Capital)', 'M.G. Siegler (GV (Google Ventures))', 'Dave Munichiello (GV (Google Ventures))', 'Andrew Braccia (Accel)', 'Deep Nishar (General Catalyst)', 'Marc Andreessen (Andreessen Horowitz)', 'David George (Andreessen Horowitz)', 'Kevin Colleran (Slow Ventures)', 'Ted Maidenberg (Tribe Capital)', 'Marc Stad (Dragoneer Investment Group)', 'Anton Levy (General Atlantic)', 'Kelly Perdew (Moonshots Capital)', 'Craig Cummings (Moonshots Capital)', 'Mary Meeker (Bond)', 'Mamoon Hamid (Kleiner Perkins)', 'Mood Rowghani (Bond)', 'Sam Huleatt (IntangibleVC)', 'Bryan Rosenblatt (Craft Ventures)', 'Dave Morin (Offline Ventures)', 'Ilya Fushman (Kleiner Perkins)', 'Christian Jensen (Dragoneer Investment Group)', 'Daniel Burka', 'Megan Quinn', 'MG Siegler', 'Bradley Horowitz', 'Matt Mazzeo', 'Jeremy Stoppelman', 'Rob Solomon'], 'investor_profile_funding_rounds': [{'id': '97228', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '1479', 'stage': 'Series B', 'date': '2011-04-01T00:00:00Z', 'amount': '$11M'}}]}"
41119,General Partner at XRC Labs,Al Sambar,Pre-seed,"San Jose, California","San Jose, California",general_partner,1000000,5000000,3000000,General Partner at XRC Labs,,,,,0,XRC Labs,,"{'id': '76167', 'company_display_name': 'TAGS', 'total_raised': ['$3.5M'], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '127678', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '70365', 'stage': 'Pre Seed Round', 'date': '2022-04-07T00:00:00Z', 'amount': '$3.5M'}}]}"
25114,General Partner at TheVentureCity,Andres Areitio,Series A,San Francisco Bay Area,"San Francisco, California",general_partner,100000,5000000,1500000,General Partner at TheVentureCity,,,,,0,TheVentureCity,,"{'id': '65265', 'company_display_name': 'Last Gameboard', 'total_raised': ['$5M'], 'coinvestor_names': ['Duncan Turner (SOSV)'], 'investor_profile_funding_rounds': [{'id': '90550', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '50188', 'stage': 'Seed Round', 'date': '2021-05-11T00:00:00Z', 'amount': '$4M'}}]}"
9207,General Partner at Matrix Partners,Andrew Verhalen,Series A,San Francisco Bay Area,"Palo Alto, California",general_partner,100000,10000000,1000000,General Partner at Matrix Partners,,,,,0,Matrix,,"{'id': '31172', 'company_display_name': 'Panzura', 'total_raised': ['$84M'], 'coinvestor_names': ['Paul Madera (Meritech Capital Partners)', 'Shirish Sathaye (Cervin Ventures)', 'Carl Showalter'], 'investor_profile_funding_rounds': [{'id': '76447', 'is_lead': True, 'board_role': None, 'funding_round': {'id': '14084', 'stage': 'Series E', 'date': '2017-01-10T00:00:00Z', 'amount': '$32M'}}, {'id': '76450', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '4727', 'stage': 'Series D', 'date': '2013-06-06T00:00:00Z', 'amount': '$25M'}}, {'id': '76452', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '4730', 'stage': 'Series C', 'date': '2012-06-19T00:00:00Z', 'amount': '$15M'}}]}"
30149,"Founder, General Partner at Artisanal Ventures",Andy Price,Series B,San Francisco Bay Area,San Francisco Bay Area,general_partner,500000,3500000,1500000,"Founder, General Partner at Artisanal Ventures",,,,,0,Artisanal Ventures,,"{'id': '44971', 'company_display_name': 'Zently', 'total_raised': [], 'coinvestor_names': [], 'investor_profile_funding_rounds': [{'id': '100879', 'is_lead': None, 'board_role': None, 'funding_round': {'id': '55771', 'stage': 'Seed Round', 'date': '2017-03-23T00:00:00Z', 'amount': '0'}}]}"
